unit,n_min,n_med,n_max,perc_wet_n_min,perc_wet_n_med,perc_wet_n_max,perc_nox_min,perc_nox_med,perc_nox_max,s_min,s_med,s_max,perc_wet_s_min,perc_wet_s_med,perc_wet_s_max
USFS_60,2.607016086578369,4.612087965011597,7.480151176452637,38.66334915161133,61.54813575744629,75.17292022705078,36.774478912353516,42.95540428161621,56.62818908691406,0.6090962886810303,1.203482985496521,1.9544329643249512,40.03213119506836,64.65580368041992,80.99532318115234
