no_tree_spp_gr,min_gr_cl,med_gr_cl,max_gr_cl,no_tree_spp_su,min_su_cl,med_su_cl,max_su_cl
4,1.37948991,14.3207365,17.5217519,3,1.950303,4.212561,9.015576
